"","perl_cutting_edge_programming_language","perl_encouraged_at_workplace","perl_good_language_for_startup","perl_easy_to_maintain","perl_code_scales_well","management_encourages_perl_for_new_projects","management_views_perl_as_cutting_edge","management_views_perl_as_easy_to_maintain","management_thinks_perl_scales_well","perl_good_first_programming_language","perl_good_tool_for_beginners","perl_good_tool_early_career_programmers","perl_good_tool_experienced_programmers","perl_good_tool_system_administrators","perl_good_tool_network_engineers","perl_good_tool_embedded_systems_programmers","perl_good_tool_applications_programmers"
"3904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906",5,7,6,5,5,7,5,6,6,6,6,6,6,6,5,5,5
"3907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3908",5,3,2,3,1,3,1,1,1,2,2,1,6,6,1,1,5
"3909",3,7,5,5,5,7,5,6,6,4,5,6,6,6,6,6,6
"3910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3911",6,7,6,5,6,7,7,6,6,6,6,6,6,6,6,5,5
"3912",6,3,5,2,3,3,1,1,1,2,2,5,7,6,7,5,5
"3913",3,6,5,4,6,6,3,4,6,6,6,6,6,7,7,3,6
"3914",5,4,1,4,1,3,1,1,1,5,6,6,6,7,1,1,5
"3915",2,2,2,2,2,1,1,1,1,2,2,2,2,5,2,2,2
"3916",6,7,7,6,6,6,5,6,6,5,5,6,7,7,7,4,6
"3917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3918",6,6,6,3,3,1,1,1,1,3,3,5,7,7,1,1,5
"3919",6,7,1,6,5,7,7,7,6,7,7,7,7,7,7,1,7
"3920",5,5,6,6,5,5,5,5,6,6,6,7,7,7,7,6,7
"3921",1,7,1,6,1,1,1,1,1,7,7,1,1,7,7,1,1
"3922",4,1,6,6,5,1,1,1,1,6,6,6,7,6,6,1,5
"3923",5,7,1,5,6,7,1,6,6,6,7,7,7,7,1,1,7
"3924",6,7,7,6,5,6,6,5,5,2,5,3,6,7,7,1,6
"3925",5,7,5,4,4,4,6,5,3,6,6,6,6,6,NA,4,4
"3926",7,5,7,6,7,6,3,3,3,6,6,6,6,7,1,1,7
"3927",5,4,3,6,6,3,3,3,3,5,4,4,7,7,7,5,5
"3928",3,6,7,5,6,6,3,6,6,4,6,6,1,7,7,2,4
"3929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3930",6,7,4,5,6,7,6,6,6,7,6,6,7,7,6,6,6
"3931",4,7,5,NA,NA,5,3,1,1,1,1,5,7,6,6,1,5
"3932",5,5,5,5,6,5,4,4,4,5,5,5,6,7,6,5,5
"3933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3934",5,5,4,4,5,5,3,3,4,3,4,4,7,7,7,5,7
"3935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3936",5,3,6,6,6,2,2,2,5,5,5,6,7,7,7,4,7
"3937",7,1,5,6,1,1,1,1,1,3,5,7,7,7,7,3,4
"3938",6,7,6,6,1,7,7,7,7,5,5,5,5,5,5,5,5
"3939",5,7,5,5,7,7,1,1,1,4,4,4,7,7,1,1,1
"3940",5,6,5,6,6,5,1,1,1,2,2,6,6,6,1,1,6
"3941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3942",1,1,6,6,6,1,1,1,1,2,3,4,6,6,5,5,4
"3943",4,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5
"3944",5,1,3,3,1,2,1,1,1,4,4,2,6,6,6,1,2
"3945",6,6,4,4,6,6,5,4,6,4,6,6,7,7,7,7,7
"3946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3949",6,7,5,5,6,7,6,6,6,5,5,1,7,7,7,1,7
"3950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3951",6,6,7,6,6,6,6,6,7,7,6,4,4,7,7,1,1
"3952",5,7,6,5,6,6,6,6,6,4,3,6,7,7,7,1,6
"3953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3954",6,7,6,4,6,6,6,4,4,5,5,6,7,7,6,6,4
"3955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3956",6,7,6,6,6,7,6,6,6,5,7,6,6,7,1,1,6
"3957",7,4,1,4,1,4,1,1,1,4,4,4,4,4,4,4,5
"3958",7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7
"3959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962",3,2,5,3,2,3,1,1,1,3,3,3,7,7,1,1,4
"3963",7,7,6,6,6,6,7,6,6,3,4,5,6,6,6,5,3
"3964",6,6,6,6,6,5,5,5,5,7,7,7,7,7,7,5,6
"3965",5,6,6,5,5,6,5,5,5,4,4,6,7,7,7,5,6
"3966",4,5,5,6,4,3,2,2,2,5,5,3,5,6,6,1,6
"3967",7,5,6,6,7,5,5,5,6,5,5,5,7,7,7,7,7
"3968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3969",3,3,1,4,3,1,1,1,1,3,3,6,6,6,6,3,6
"3970",7,6,6,6,6,5,5,6,1,5,5,6,6,7,6,5,1
"3971",7,5,6,5,6,5,6,6,6,5,7,6,7,7,7,1,6
"3972",6,6,6,6,6,6,6,6,6,5,5,6,7,7,7,6,7
"3973",3,7,3,3,4,3,2,4,5,3,3,5,7,7,6,1,6
"3974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3975",7,7,7,5,6,7,7,5,7,5,6,7,7,7,6,3,5
"3976",7,7,7,6,6,7,7,6,6,5,5,7,7,7,7,6,7
"3977",6,7,7,6,5,1,6,6,5,7,7,7,7,7,7,7,7
"3978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3979",5,2,1,1,1,2,1,1,1,1,1,1,1,5,1,1,4
"3980",3,2,4,4,5,1,1,1,1,2,2,1,1,5,1,1,1
"3981",3,6,6,6,6,6,3,6,6,3,7,7,7,7,NA,NA,5
"3982",5,5,6,4,6,1,1,1,1,3,3,1,7,7,7,1,6
"3983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3984",2,7,2,2,2,7,1,1,1,5,5,5,5,1,1,1,5
"3985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3989",4,5,3,4,4,2,2,2,2,2,2,2,3,5,5,2,2
"3990",6,5,7,6,6,6,4,4,5,4,6,1,7,7,7,1,6
"3991",6,6,5,6,1,1,1,1,1,4,6,1,6,7,6,3,3
"3992",6,7,6,6,6,7,6,6,6,6,6,6,6,6,1,1,6
"3993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3994",5,4,6,6,6,4,4,4,4,6,6,6,7,7,7,6,6
"3995",6,6,6,6,6,5,5,6,6,3,3,4,6,7,6,3,5
"3996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997",6,7,5,6,6,6,6,7,7,4,4,5,7,6,6,1,6
"3998",6,1,7,6,6,1,1,1,1,5,6,6,7,7,7,6,6
"3999",6,2,5,5,1,5,1,1,1,6,6,6,6,7,7,7,5
"4000",1,1,5,4,4,1,1,1,1,6,5,5,6,7,5,1,5
"4001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4002",4,5,6,5,6,NA,1,1,1,2,3,5,6,6,5,4,3
"4003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4004",6,1,6,5,6,1,1,1,1,4,5,5,5,7,1,1,5
"4005",5,7,6,5,6,7,5,6,6,4,4,5,6,6,6,5,5
"4006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4007",6,6,5,6,6,4,5,5,5,4,5,6,6,6,6,1,1
"4008",3,5,5,5,5,4,1,1,3,6,6,7,7,5,NA,1,3
"4009",7,6,6,4,4,6,5,5,5,7,7,6,7,7,7,5,7
"4010",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"4011",6,1,6,6,6,1,1,1,1,5,6,5,7,7,6,1,3
"4012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4013",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"4014",7,7,7,4,4,7,6,4,4,2,2,2,4,6,6,3,6
"4015",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"4016",6,6,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7
"4017",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"4018",4,1,3,3,5,3,1,1,1,3,3,3,6,7,6,1,5
"4019",6,1,3,1,1,3,1,1,1,4,3,5,6,6,6,4,1
"4020",1,6,1,6,6,1,1,1,1,4,4,1,6,6,6,1,5
"4021",6,1,6,6,6,1,1,1,1,5,5,1,7,7,7,5,7
"4022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4023",6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,1,6
"4024",2,7,5,5,4,6,6,6,6,3,6,6,6,7,7,1,3
"4025",6,5,6,5,5,5,5,4,5,3,3,6,6,7,7,5,6
"4026",6,3,7,6,6,3,4,3,1,4,4,5,6,7,5,2,6
"4027",NA,1,2,3,5,1,1,1,1,4,4,6,7,7,7,1,5
"4028",6,2,7,6,7,2,2,2,2,3,6,6,7,7,7,7,3
"4029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4030",4,6,4,6,6,5,4,4,5,4,2,2,6,7,6,2,3
"4031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4032",4,6,5,5,6,6,5,5,5,5,7,7,7,7,7,1,6
"4033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4036",2,3,3,3,4,2,2,2,2,2,2,4,4,5,5,1,2
"4037",4,2,3,4,1,2,2,3,2,3,6,7,7,7,6,4,3
"4038",5,7,7,7,7,7,5,7,7,6,5,7,7,4,3,2,7
"4039",4,3,3,3,3,3,3,3,3,3,5,1,1,6,1,1,1
"4040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4041",4,4,6,2,4,4,3,3,3,3,5,5,5,6,6,1,1
"4042",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4044",4,5,4,3,2,4,1,3,2,3,5,1,7,7,5,1,3
"4045",6,6,1,6,6,1,1,1,1,3,3,4,6,1,1,1,6
"4046",3,6,2,2,6,6,1,1,1,3,3,3,6,6,6,1,4
"4047",5,4,6,6,6,3,3,4,3,5,5,7,7,7,1,3,6
"4048",5,6,6,6,6,2,1,1,1,5,6,6,7,7,7,1,5
"4049",6,1,3,6,6,1,1,1,1,3,6,7,7,7,7,6,6
"4050",7,5,5,5,6,2,5,5,4,4,5,6,6,7,7,5,5
"4051",6,1,3,5,5,1,1,1,1,2,2,2,7,7,1,1,7
"4052",6,7,6,6,6,7,6,6,6,7,7,7,7,7,7,1,5
"4053",6,4,6,6,6,3,3,3,3,7,7,7,7,7,7,7,7
"4054",3,7,4,4,5,7,6,1,1,4,3,4,6,6,1,3,1
"4055",6,7,6,1,6,7,7,7,7,6,6,6,7,7,6,1,5
"4056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4057",6,6,6,5,6,7,7,6,7,5,6,7,7,7,6,5,6
"4058",4,6,6,4,4,4,4,3,5,7,7,6,6,7,7,1,5
"4059",4,1,4,4,4,1,1,1,1,4,5,6,6,7,1,3,6
"4060",6,4,6,7,6,3,3,3,3,6,6,6,6,7,7,6,7
"4061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4062",3,5,3,6,6,3,3,5,6,5,2,2,5,6,6,2,5
"4063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4064",5,5,6,6,5,6,1,1,1,1,6,6,6,6,6,2,5
"4065",3,7,5,4,6,6,6,6,6,5,5,5,5,5,5,5,NA
"4066",7,7,6,6,7,7,7,6,7,5,5,6,7,7,6,5,5
"4067",5,3,3,4,1,2,1,1,1,3,3,1,6,7,1,1,4
"4068",7,6,4,NA,5,3,3,3,3,4,4,5,6,6,6,3,4
"4069",1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6
"4070",5,5,5,6,NA,2,2,2,2,4,4,4,6,7,7,1,3
"4071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4072",2,7,5,5,4,7,3,6,5,6,6,6,7,3,3,2,4
"4073",5,7,5,5,6,1,1,1,1,6,7,7,7,7,7,4,4
"4074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4075",6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,5
"4076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4077",6,7,6,4,4,6,6,5,5,2,2,5,7,6,5,3,6
"4078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4080",6,1,7,4,7,1,1,1,1,7,7,7,7,7,6,5,7
"4081",5,3,6,6,5,3,3,3,3,4,5,5,6,7,1,1,1
"4082",5,6,6,5,6,5,4,4,4,7,7,7,7,7,6,1,1
"4083",6,5,5,5,6,4,4,4,5,3,4,5,6,5,5,3,5
"4084",5,6,5,5,1,6,5,4,1,5,5,6,7,7,7,1,6
"4085",7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6
"4086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4088",1,1,1,6,6,1,1,1,1,6,6,6,6,6,1,1,5
"4089",2,4,3,2,3,2,2,2,2,3,3,5,6,7,7,1,4
"4090",4,3,5,3,5,3,3,1,1,3,4,5,6,6,6,1,5
"4091",2,7,3,3,2,5,1,1,1,4,3,2,6,7,7,4,2
"4092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4093",6,6,6,4,4,6,5,5,5,6,6,6,7,7,7,6,6
"4094",3,3,6,5,5,2,2,2,2,5,4,6,7,7,7,3,3
"4095",6,7,6,1,1,7,5,1,1,5,5,5,6,7,6,3,5
"4096",3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,2
"4097",5,3,3,4,5,3,3,3,1,3,3,4,6,7,6,1,3
"4098",5,3,7,5,6,3,2,3,3,4,4,5,6,7,6,1,6
"4099",6,2,5,7,7,2,2,1,1,5,5,5,5,6,6,3,3
"4100",5,7,6,6,6,7,5,5,6,4,4,4,7,7,7,5,5
"4101",4,1,5,5,1,1,1,1,1,4,4,5,6,6,6,1,1
"4102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4103",6,3,5,5,7,3,1,1,5,6,6,6,7,7,7,5,6
"4104",4,6,7,6,5,6,3,4,4,6,4,4,4,7,7,7,7
"4105",5,3,5,6,6,2,2,3,4,4,4,6,7,7,1,1,7
"4106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4108",7,6,6,7,6,5,5,5,5,5,6,6,7,7,7,7,7
"4109",6,1,5,5,7,1,1,1,1,6,5,6,7,6,1,1,1
"4110",5,5,4,5,1,5,5,5,1,6,5,1,6,7,7,1,1
"4111",6,7,6,5,6,7,5,6,6,3,5,5,7,7,6,5,7
"4112",6,7,6,5,5,6,1,1,1,3,3,5,6,7,6,4,5
"4113",5,5,4,4,4,4,4,4,4,4,5,5,6,7,7,5,4
"4114",2,2,2,4,5,2,2,3,3,2,2,3,5,6,6,1,3
"4115",4,3,5,4,6,3,5,4,5,3,4,6,7,7,6,4,5
"4116",4,4,2,5,4,3,3,3,3,3,4,4,5,6,5,3,2
"4117",7,7,7,6,6,7,7,6,6,7,7,7,7,7,7,1,7
"4118",6,6,7,7,5,5,7,7,7,7,7,7,7,7,7,7,5
"4119",6,7,NA,6,5,1,1,1,1,6,4,6,7,7,7,4,7
"4120",7,6,7,6,7,6,5,4,5,7,7,7,7,7,6,5,7
"4121",1,6,6,6,1,5,5,4,1,6,6,6,6,6,5,1,6
"4122",3,3,6,6,6,3,3,3,5,7,7,7,7,7,7,7,6
"4123",3,1,6,3,5,1,1,1,1,6,6,6,7,7,1,1,3
"4124",6,4,3,6,6,4,3,5,6,3,3,4,7,7,7,7,7
"4125",6,1,6,6,6,1,1,1,1,3,6,6,7,7,7,3,6
"4126",6,3,7,6,6,2,3,3,3,7,7,7,7,7,7,7,7
"4127",6,3,6,5,6,4,3,4,4,3,6,6,6,7,7,2,6
"4128",6,4,3,3,5,4,4,4,4,4,4,4,6,6,6,3,6
"4129",5,6,4,5,5,5,5,5,5,4,4,6,7,7,7,7,5
"4130",3,3,6,6,6,1,1,1,1,6,6,6,6,6,6,2,6
"4131",3,2,4,5,1,2,2,1,1,4,5,5,5,7,5,1,2
"4132",4,6,5,6,6,6,5,6,6,5,5,5,7,7,7,4,4
"4133",6,5,7,6,4,1,1,1,1,6,7,7,6,7,7,6,5
"4134",6,7,6,5,6,7,7,7,7,3,4,5,7,6,6,3,6
"4135",6,2,7,6,6,2,1,3,3,3,7,5,7,1,1,1,6
"4136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4137",5,1,5,6,5,1,1,1,1,6,6,6,6,7,5,2,5
"4138",5,7,7,7,7,7,7,7,NA,4,5,6,7,7,7,7,7
"4139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4140",3,2,1,4,5,2,2,1,1,4,4,4,6,6,3,3,4
"4141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4142",5,3,5,6,5,3,1,1,1,6,5,6,6,6,6,1,6
"4143",7,3,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7
"4144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4146",7,6,6,5,6,6,1,1,1,3,4,6,7,7,7,1,6
"4147",4,7,7,5,6,7,4,5,6,1,2,6,7,7,7,1,5
"4148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4149",6,4,1,6,6,1,1,1,1,7,7,7,7,7,7,5,7
"4150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4152",6,6,6,5,5,5,1,1,1,6,5,6,6,7,1,1,1
"4153",6,1,5,5,5,1,1,1,1,7,7,6,6,7,7,5,4
"4154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4156",1,4,6,4,6,1,1,1,1,5,6,6,6,6,6,6,6
"4157",6,6,2,5,7,6,1,1,1,2,2,5,7,7,7,5,6
"4158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4160",3,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA
"4161",5,5,5,6,6,5,5,6,6,4,5,6,6,7,7,4,5
"4162",5,3,5,5,5,2,1,1,1,3,3,5,6,6,1,6,5
"4163",4,6,6,6,6,6,3,5,5,5,5,6,6,6,6,5,5
"4164",4,5,4,5,3,3,NA,3,1,5,4,5,6,7,7,1,1
"4165",4,1,5,5,5,1,1,1,1,4,4,4,6,6,6,6,6
"4166",6,2,4,6,6,2,2,2,2,6,6,6,6,6,6,4,5
"4167",6,3,3,3,1,2,1,3,1,3,3,3,6,6,6,1,4
"4168",6,7,6,6,6,7,7,6,6,5,5,5,6,7,7,2,5
"4169",6,5,6,6,6,5,4,4,4,7,6,6,6,7,6,NA,5
"4170",6,7,6,5,1,6,5,5,1,7,7,7,7,1,1,1,5
"4171",6,1,4,1,1,3,3,3,1,4,5,5,6,6,4,3,4
"4172",5,3,6,6,6,3,5,4,4,7,7,6,7,7,7,3,6
"4173",4,3,5,3,3,4,3,4,4,3,3,6,6,6,5,4,3
"4174",2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3
"4175",3,5,6,3,3,4,2,1,2,4,5,5,5,7,7,3,2
"4176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4178",5,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"4179",2,3,2,2,6,3,2,1,4,3,3,4,5,2,2,6,4
"4180",3,4,4,3,5,4,2,2,2,2,2,3,5,6,6,4,2
"4181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4182",2,7,6,3,5,1,1,1,1,2,2,4,5,6,7,3,2
"4183",5,7,5,6,7,7,5,6,7,5,5,6,7,1,1,1,1
"4184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4185",3,7,5,4,3,1,1,1,1,2,2,7,7,7,7,2,4
"4186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4187",5,6,6,6,7,5,3,3,3,3,3,4,6,6,6,6,6
"4188",6,6,4,5,6,1,1,1,1,4,4,4,6,6,6,4,6
"4189",5,7,6,5,6,7,6,6,5,4,4,4,6,6,6,6,5
"4190",3,6,3,6,6,1,1,1,1,2,2,2,6,5,5,2,3
"4191",6,7,7,6,6,7,6,6,6,4,4,5,6,6,6,6,6
"4192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4193",3,5,5,5,4,4,4,3,3,5,5,5,3,6,6,1,2
"4194",6,5,6,5,5,3,4,4,4,6,6,6,6,7,7,5,5
"4195",3,7,5,6,6,7,6,7,7,2,4,4,6,7,7,5,6
"4196",6,5,7,7,7,1,1,1,1,7,7,6,7,7,7,5,5
"4197",5,7,6,6,6,7,6,6,1,3,3,4,6,6,1,1,6
"4198",7,6,6,7,6,6,1,1,1,6,6,6,6,7,6,1,6
"4199",6,2,3,6,5,2,2,2,7,7,7,6,7,7,7,1,1
"4200",6,3,1,6,6,3,3,3,3,3,3,6,6,6,6,1,6
"4201",6,5,6,5,6,4,1,1,1,3,3,NA,7,7,1,5,6
"4202",5,3,5,4,6,2,2,2,1,3,3,6,7,7,7,7,7
"4203",5,3,4,6,6,2,3,1,1,5,5,6,6,6,1,1,6
"4204",7,1,7,6,6,1,1,1,1,6,7,7,7,7,7,5,6
"4205",7,7,6,6,6,7,7,7,7,4,4,5,7,7,7,5,7
"4206",5,7,6,5,NA,7,7,7,7,4,5,6,6,7,NA,NA,NA
"4207",2,7,7,4,7,7,6,6,6,3,5,6,6,7,7,5,6
"4208",5,6,6,3,4,5,5,4,4,6,5,4,6,6,1,1,7
"4209",6,5,7,6,6,1,1,1,1,5,6,6,7,7,6,5,7
"4210",6,7,7,6,7,5,5,6,7,6,6,6,7,7,7,1,7
"4211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4212",5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,NA
"4213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4214",6,4,7,6,7,3,4,3,5,4,5,6,7,6,6,5,5
"4215",1,6,4,5,1,6,2,2,1,2,2,4,7,6,1,2,3
"4216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4217",4,5,6,5,6,5,5,4,5,6,6,6,6,7,7,5,6
"4218",7,6,7,5,6,6,5,5,5,7,7,6,7,7,7,5,7
"4219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4220",5,7,3,2,4,7,1,1,1,3,3,4,5,7,1,1,4
"4221",6,7,6,6,5,7,6,6,6,6,6,6,6,6,6,2,6
"4222",6,6,6,4,1,6,6,5,1,5,5,6,7,7,7,6,2
"4223",7,6,6,6,6,6,4,5,5,5,5,6,6,6,6,1,1
"4224",7,4,6,6,1,5,6,6,1,4,4,5,6,7,6,6,6
"4225",3,5,4,2,6,1,3,3,3,3,3,3,6,7,6,2,3
"4226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4227",6,6,6,6,1,1,1,1,1,1,6,1,1,1,1,1,1
"4228",3,6,6,5,6,6,3,4,5,6,6,5,6,5,1,1,6
"4229",6,4,6,5,6,3,4,4,5,4,4,4,6,6,6,4,6
